name,address_city,address_street_name,address_street_number,address_postal_code,country_of_domicile,birth_date,nationality,passport_number,passport_issue_date,passport_expiry_date,gender,phone_number,email_address,marital_status,secondary_school,higher_education,employment_history,aum,inheritance_details,real_estate_details,investment_risk_profile,investment_horizon,investment_experience,type_of_mandate,preferred_markets,currency,address,client_id
Salo Hiltunen Viitanen,Siilinjärvi,Iso Roobertinkatu,89,36446,Finland,1960-10-26,Finnish,MY9413168,2021-04-20,2031-04-19,M,+358 047 566 98 73,salo.viitanen@saunalahti.fi,single,"{'name': 'Heinolan lukio', 'graduation_year': 1980}","[{'university': 'University of Turku', 'graduation_year': 1984}]","[{'start_year': 1985, 'end_year': 1986, 'company': 'Danske Bank Wealth Management', 'position': 'Financial Advisor', 'salary': 39000}, {'start_year': 1988, 'end_year': 1993, 'company': 'Danske Bank Wealth Management', 'position': 'Portfolio Manager', 'salary': 79000}, {'start_year': 1993, 'end_year': 1998, 'company': 'OP Private Bank', 'position': 'Wealth Manager', 'salary': 152000}, {'start_year': 1998, 'end_year': 2000, 'company': 'OP Private Bank', 'position': 'Family Office Executive', 'salary': 150000}, {'start_year': 2002, 'end_year': 2021, 'company': 'OP Private Bank', 'position': 'Private Banker', 'salary': 1191000}]","{'savings': 1900000, 'inheritance': 0, 'real_estate_value': 4778000}",{},"[{'property type': 'townhouse', 'property value': 800000, 'property location': 'Siilinjärvi'}, {'property type': 'villa', 'property value': 1778000, 'property location': 'Hyvinkää'}, {'property type': 'villa', 'property value': 2200000, 'property location': 'Vaasa'}]",Low,Medium,Expert,Advisory,"['Finland', 'Italy']",EUR,"{'city': 'Siilinjärvi', 'street name': 'Iso Roobertinkatu', 'street number': 89, 'postal code': '36446'}",2602
Wolf Schneider Mayer,Mannheim,Holstenwall,6,47982,Germany,1990-04-09,German,DT8373874,2017-05-26,2027-05-25,M,2369 394413,wolf.mayer@o2online.de,single,"{'name': 'Johann-Wolfgang-von-Goethe-Gymnasium Frankfurt', 'graduation_year': 2010}","[{'university': 'Ludwig Maximilian University of Munich', 'graduation_year': 2014}]","[{'start_year': 2014, 'end_year': 2018, 'company': 'Linklaters LLP', 'position': 'Associate Attorney', 'salary': 43000}, {'start_year': 2019, 'end_year': None, 'company': 'Clifford Chance LLP', 'position': 'Senior Associate', 'salary': 70000}]","{'savings': 80000, 'inheritance': 880000, 'real_estate_value': 2690000}","{'relationship': 'grandmother', 'inheritance year': 2017, 'profession': 'Investment Banker'}","[{'property type': 'townhouse', 'property value': 1400000, 'property location': 'Mannheim'}, {'property type': 'condo', 'property value': 1290000, 'property location': 'Mannheim'}]",Moderate,Long-Term,Expert,Advisory,"['Germany', 'Austria']",EUR,"{'city': 'Mannheim', 'street name': 'Holstenwall', 'street number': 6, 'postal code': '47982'}",8338
Haugaard Højgaard,Aarhus,Åboulevarden,15,3205,Denmark,1997-07-30,Danish,KI2098589,2021-06-19,2031-06-18,M,+45 17 20 64 80,haugaard.hjgaard@webspace.dk,married,"{'name': 'Middelfart Gymnasium', 'graduation_year': 2016}","[{'university': 'Roskilde University', 'graduation_year': 2021}]","[{'start_year': 2022, 'end_year': 2025, 'company': 'Choice Hotels Danmark A/S', 'position': 'Hotel Manager', 'salary': 284000}, {'start_year': 2025, 'end_year': None, 'company': 'Choice Hotels Danmark A/S', 'position': 'General Manager', 'salary': 402000}]","{'savings': 120000, 'inheritance': 20080000, 'real_estate_value': 0}","{'relationship': 'grandmother', 'inheritance year': 2019, 'profession': 'Real Estate Developer'}",[],High,Short,Experienced,Advisory,['Denmark'],DKK,"{'city': 'Aarhus', 'street name': 'Åboulevarden', 'street number': 15, 'postal code': '3205'}",6090
Meier Zbinden Riedo,Frauenfeld,Spalenberg,35,6423,Switzerland,1994-12-05,Swiss,TF1564649,2017-10-26,2027-10-25,M,029 162 03 86,meier.riedo@icloud.com,married,"{'name': 'Gymnasium am Münster Schaffhausen', 'graduation_year': 2013}","[{'university': 'Hotel Institute Montreux', 'graduation_year': 2019}]","[{'start_year': 2019, 'end_year': None, 'company': 'Credit Suisse Asset Management', 'position': 'Stockbroker', 'salary': 70000}]","{'savings': 50000, 'inheritance': 7030000, 'real_estate_value': 1440000}","{'relationship': 'grandfather', 'inheritance year': 2015, 'profession': 'Stock Trader'}","[{'property type': 'flat', 'property value': 1440000, 'property location': 'Frauenfeld'}]",Considerable,Short,Inexperienced,Advisory,['Switzerland'],CHF,"{'city': 'Frauenfeld', 'street name': 'Spalenberg', 'street number': 35, 'postal code': '6423'}",7142
Stam Verhoeven Maassen,Maaseik,Quai des Péniches,60,9692,Belgium,1992-05-23,Dutch,EY9164195,2023-05-10,2033-05-09,M,+32 0418 394 234,stam.maassen@icloud.com,married,"{'name': 'Meerwaert College Weesp', 'graduation_year': 2010}","[{'university': 'Nyenrode Business Universiteit', 'graduation_year': 2016}]","[{'start_year': 2016, 'end_year': 2019, 'company': 'ArcelorMittal Belgium NV', 'position': 'Plant Manager', 'salary': 39000}, {'start_year': 2021, 'end_year': None, 'company': 'Umicore SA', 'position': 'Operations Director', 'salary': 63000}]","{'savings': 50000, 'inheritance': 580000, 'real_estate_value': 6186000}","{'relationship': 'grandfather', 'inheritance year': 2017, 'profession': 'Hedge Fund Manager'}","[{'property type': 'villa', 'property value': 1890000, 'property location': 'Maaseik'}, {'property type': 'townhouse', 'property value': 1316000, 'property location': 'Emmen'}, {'property type': 'villa', 'property value': 2980000, 'property location': 'Leeuwarden'}]",Considerable,Medium,Experienced,Advisory,"['Belgium', 'Denmark']",EUR,"{'city': 'Maaseik', 'street name': 'Quai des Péniches', 'street number': 60, 'postal code': '9692'}",168
Muñoz Jiménez Fernández,Valencia,Plaza de la Independencia,50,35699,Spain,1959-07-17,Spanish,VE5354371,2024-09-28,2034-09-27,M,613 756 908,munoz.fernandez@ono.es,married,"{'name': 'Instituto de Bachillerato Artístico IES Reina Sofia Tenerife', 'graduation_year': 1978}","[{'university': 'University of Seville', 'graduation_year': 1982}]","[{'start_year': 1983, 'end_year': 1986, 'company': 'The Vanguard Group Inc.', 'position': 'Stockbroker', 'salary': 27000}, {'start_year': 1987, 'end_year': 2020, 'company': 'Allianz Global Investors Spain S.A.', 'position': 'Portfolio Manager', 'salary': 234000}]","{'savings': 470000, 'inheritance': 0, 'real_estate_value': 2670000}",{},"[{'property type': 'flat', 'property value': 930000, 'property location': 'Valencia'}, {'property type': 'condo', 'property value': 1020000, 'property location': 'Castellón de la Plana'}, {'property type': 'flat', 'property value': 720000, 'property location': 'Murcia'}]",Moderate,Medium,Experienced,Advisory,"['France', 'Spain']",EUR,"{'city': 'Valencia', 'street name': 'Plaza de la Independencia', 'street number': 50, 'postal code': '35699'}",8936
Müller Lang Huber,Salzburg,Universitätsring,41,2677,Austria,1964-01-21,Austrian,VO9597254,2017-07-26,2027-07-25,M,+43 107 194 4690,muller.huber@yahoo.com,divorced,"{'name': 'Lycée Français de Vienne', 'graduation_year': 1982}","[{'university': 'Sigmund Freud University Vienna', 'graduation_year': 1988}]","[{'start_year': 1988, 'end_year': 1989, 'company': 'Krone Multimedia GmbH & Co KG', 'position': 'Journalist', 'salary': 31000}, {'start_year': 1991, 'end_year': 1996, 'company': 'News Networld Media GmbH', 'position': 'Editor', 'salary': 47000}, {'start_year': 1996, 'end_year': 1997, 'company': 'ORF (Austrian Broadcasting Corporation)', 'position': 'Publisher', 'salary': 62000}, {'start_year': 1998, 'end_year': 2001, 'company': 'Krone Multimedia GmbH & Co KG', 'position': 'TV/Radio Host', 'salary': 110000}, {'start_year': 2001, 'end_year': 2024, 'company': 'Krone Multimedia GmbH & Co KG', 'position': 'Media Conglomerate Owner', 'salary': 1087000}]","{'savings': 1780000, 'inheritance': 0, 'real_estate_value': 3636000}",{},"[{'property type': 'flat', 'property value': 640000, 'property location': 'Salzburg'}, {'property type': 'villa', 'property value': 1946000, 'property location': 'Traun'}, {'property type': 'townhouse', 'property value': 1050000, 'property location': 'Zwettl'}]",Moderate,Short,Experienced,Advisory,['Austria'],EUR,"{'city': 'Salzburg', 'street name': 'Universitätsring', 'street number': 41, 'postal code': '2677'}",2430
Thomsen Rasmussen Mikkelsen,Ikast, Åbenrå,74,3989,Denmark,1969-10-10,Danish,ER3917968,2020-12-14,2030-12-13,M,+45 10 42 30 83,thomsen.mikkelsen@webspace.dk,married,"{'name': 'Kolding Gymnasium', 'graduation_year': 1987}","[{'university': 'University of Copenhagen', 'graduation_year': 1993}, {'university': 'Zealand Institute of Business and Technology', 'graduation_year': 1996}]","[{'start_year': 1994, 'end_year': 1999, 'company': 'Nykredit A/S', 'position': 'Investment Banker', 'salary': 396000}, {'start_year': 2001, 'end_year': 2023, 'company': 'Nykredit A/S', 'position': 'Private Equity Investor', 'salary': 1300000}]","{'savings': 2260000, 'inheritance': 26610000, 'real_estate_value': 970000}","{'relationship': 'grandmother', 'inheritance year': 2012, 'profession': 'Hedge Fund Manager'}","[{'property type': 'condo', 'property value': 970000, 'property location': 'Ikast'}]",Low,Short,Experienced,Advisory,"['Germany', 'Denmark']",DKK,"{'city': 'Ikast', 'street name': ' Åbenrå', 'street number': 74, 'postal code': '3989'}",954
Elisabeth Lena Kammermann,Frauenfeld,Metzgergasse,20,3916,Switzerland,1982-03-25,Swiss,JM4688024,2021-08-31,2031-08-30,F,+41 009 692 27 89,elisabeth.kammermann@gmx.ch,divorced,"{'name': 'École secondaire de Morges Vaud', 'graduation_year': 1999}","[{'university': 'University of St. Gallen', 'graduation_year': 2006}]","[{'start_year': 2006, 'end_year': 2008, 'company': 'Swatch Group AG', 'position': 'Assistant Designer', 'salary': 57000}, {'start_year': 2009, 'end_year': None, 'company': 'Swatch Group AG', 'position': 'Senior Designer', 'salary': 222000}]","{'savings': 320000, 'inheritance': 940000, 'real_estate_value': 5300000}","{'relationship': 'mother', 'inheritance year': 2015, 'profession': 'Investment Banker'}","[{'property type': 'villa', 'property value': 5300000, 'property location': 'Frauenfeld'}]",Low,Medium,Experienced,Advisory,"['Germany', 'Switzerland']",CHF,"{'city': 'Frauenfeld', 'street name': 'Metzgergasse', 'street number': 20, 'postal code': '3916'}",5615
Clémence Louise Lecomte,Aalst,Rue de la Convention,36,3816,Belgium,1985-05-21,Belgian,EK5311807,2017-03-05,2024-03-04,F,0489 523 144,clemence.lecomte@skype.be,divorced,"{'name': 'Institut Saint-Louis', 'graduation_year': 2005}","[{'university': 'Vesalius College', 'graduation_year': 2008}]","[{'start_year': 2010, 'end_year': 2011, 'company': 'Linklaters LLP', 'position': 'Associate Attorney', 'salary': 41000}, {'start_year': 2011, 'end_year': 2016, 'company': 'Linklaters LLP', 'position': 'Senior Associate', 'salary': 77000}, {'start_year': 2016, 'end_year': None, 'company': 'Clifford Chance LLP', 'position': 'Partner', 'salary': 146000}]","{'savings': 240000, 'inheritance': 1180000, 'real_estate_value': 3300000}","{'relationship': 'grandmother', 'inheritance year': 2019, 'profession': 'Real Estate Developer'}","[{'property type': 'house', 'property value': 1420000, 'property location': 'Aalst'}, {'property type': 'flat', 'property value': 760000, 'property location': 'Turnhout'}, {'property type': 'condo', 'property value': 1120000, 'property location': 'Bruges'}]",Considerable,Medium,Inexperienced,Discretionary,"['France', 'Belgium']",EUR,"{'city': 'Aalst', 'street name': 'Rue de la Convention', 'street number': 36, 'postal code': '3816'}",38
Garcia Moreau Boucher,Nantes,Avenue de l'Observatoire,33,36428,France,2002-09-24,French,WB5497284,2022-12-09,2032-12-08,M,+33 02 48 59 25 87,garcia.boucher@icloud.com,single,"{'name': 'Lycée Buffon', 'graduation_year': 2020}","[{'university': 'American Graduate School of Business in Paris', 'graduation_year': 2025}]",[],"{'savings': 0, 'inheritance': 2610000, 'real_estate_value': 0}","{'relationship': 'grandfather', 'inheritance year': 2019, 'profession': 'Hedge Fund Manager'}",[],Moderate,Long-Term,Inexperienced,Advisory,"['France', 'Denmark']",EUR,"{'city': 'Nantes', 'street name': ""Avenue de l'Observatoire"", 'street number': 33, 'postal code': '36428'}",5249
Vázquez Ortega López,Seville,Plaza de la Trinidad,62,47980,Spain,1990-07-06,Spanish,LL4320038,2018-01-07,2028-01-06,M,+34 680 440 992,vazquez.lopez@yahoo.es,single,"{'name': 'Colegio San Ignacio de Loyola Valencia', 'graduation_year': 2008}","[{'university': 'Universidad Pontificia Comillas', 'graduation_year': 2014}]","[{'start_year': 2015, 'end_year': None, 'company': 'Banco Santander S.A.', 'position': 'Investment Banker', 'salary': 28000}]","{'savings': 30000, 'inheritance': 780000, 'real_estate_value': 2110000}","{'relationship': 'grandfather', 'inheritance year': 2019, 'profession': 'Corporate Lawyer'}","[{'property type': 'condo', 'property value': 980000, 'property location': 'Seville'}, {'property type': 'condo', 'property value': 1130000, 'property location': 'Barcelona'}]",Moderate,Medium,Expert,Advisory,['Spain'],EUR,"{'city': 'Seville', 'street name': 'Plaza de la Trinidad', 'street number': 62, 'postal code': '47980'}",534
Koch Weber Lorenz,Frankfurt am Main,Kaiserstraße,49,56736,Germany,1980-06-14,German,IB1690798,2022-03-07,2032-03-06,M,+49 0693 964085,koch.lorenz@t-online.de,married,"{'name': 'Wilhelm-von-Humboldt-Gymnasium Berlin', 'graduation_year': 1998}","[{'university': 'ISM Dortmund', 'graduation_year': 2003}]","[{'start_year': 2004, 'end_year': 2005, 'company': 'NH Hotel Group Deutschland GmbH', 'position': 'Hotel Manager', 'salary': 41000}, {'start_year': 2005, 'end_year': 2010, 'company': 'Accor Hotels Deutschland GmbH', 'position': 'General Manager', 'salary': 70000}, {'start_year': 2010, 'end_year': None, 'company': 'Accor Hotels Deutschland GmbH', 'position': 'Regional Vice President', 'salary': 241000}]","{'savings': 420000, 'inheritance': 2610000, 'real_estate_value': 2431000}","{'relationship': 'grandmother', 'inheritance year': 2012, 'profession': 'Hedge Fund Manager'}","[{'property type': 'condo', 'property value': 1331000, 'property location': 'Frankfurt am Main'}, {'property type': 'flat', 'property value': 1100000, 'property location': 'Nuremberg'}]",Low,Long-Term,Experienced,Advisory,"['Germany', 'Netherlands']",EUR,"{'city': 'Frankfurt am Main', 'street name': 'Kaiserstraße', 'street number': 49, 'postal code': '56736'}",3982
Brandstetter Weber Fischer,Stockerau,Universitätsring,8,9674,Austria,1987-12-06,Austrian,OO3584654,2019-11-13,2029-11-12,M,+43 690 996 3690,brandstetter.fischer@gmx.at,single,"{'name': 'Stiftsgymnasium Melk', 'graduation_year': 2005}","[{'university': 'Vienna University of Economics and Business', 'graduation_year': 2010}]","[{'start_year': 2011, 'end_year': 2012, 'company': 'Freshfields Bruckhaus Deringer LLP', 'position': 'Associate Attorney', 'salary': 32000}, {'start_year': 2012, 'end_year': 2013, 'company': 'CMS Reich-Rohrwig Hainz', 'position': 'Senior Associate', 'salary': 46000}, {'start_year': 2014, 'end_year': None, 'company': 'Dorda Rechtsanwalts GmbH', 'position': 'Partner', 'salary': 217000}]","{'savings': 250000, 'inheritance': 1290000, 'real_estate_value': 2390000}","{'relationship': 'grandmother', 'inheritance year': 2019, 'profession': 'Real Estate Developer'}","[{'property type': 'house', 'property value': 1180000, 'property location': 'Stockerau'}, {'property type': 'house', 'property value': 1210000, 'property location': 'Stockerau'}]",Considerable,Short,Experienced,Advisory,['Austria'],EUR,"{'city': 'Stockerau', 'street name': 'Universitätsring', 'street number': 8, 'postal code': '9674'}",2850
Krüger Weber Müller,Münster,Wilhelm-Leuschner-Platz,54,05140,Germany,2002-12-07,German,PE8041803,2021-11-12,2031-11-11,M,+49 7622 120123,kruger.muller@yahoo.com,single,"{'name': 'Schubert-Gymnasium München', 'graduation_year': 2022}",[],[],"{'savings': 0, 'inheritance': 2890000, 'real_estate_value': 0}","{'relationship': 'grandmother', 'inheritance year': 2020, 'profession': 'Corporate Lawyer'}",[],High,Long-Term,Inexperienced,Advisory,"['Germany', 'Switzerland']",EUR,"{'city': 'Münster', 'street name': 'Wilhelm-Leuschner-Platz', 'street number': 54, 'postal code': '05140'}",8556
Fuchs Weber Kaiser,Ried im Innkreis,Blutgasse,78,7622,Austria,1963-05-10,Austrian,ID8227715,2023-05-06,2033-05-05,M,783 117 8626,fuchs.kaiser@vol.at,married,"{'name': 'Bundesgymnasium und Bundesrealgymnasium Leoben', 'graduation_year': 1982}","[{'university': 'University of Vienna', 'graduation_year': 1988}, {'university': 'St. Pölten University of Applied Sciences', 'graduation_year': 1991}]","[{'start_year': 1987, 'end_year': 1988, 'company': 'Jumbo Shipping Austria', 'position': 'Ship Broker', 'salary': 33000}, {'start_year': 1990, 'end_year': 1995, 'company': 'BBC Chartering GmbH', 'position': 'Shipping Company Owner', 'salary': 45000}, {'start_year': 1997, 'end_year': 2024, 'company': 'Werner & Mertz GmbH', 'position': 'Fleet Manager', 'salary': 476000}]","{'savings': 880000, 'inheritance': 0, 'real_estate_value': 4200000}",{},"[{'property type': 'townhouse', 'property value': 1240000, 'property location': 'Ried im Innkreis'}, {'property type': 'villa', 'property value': 1740000, 'property location': 'Linz'}, {'property type': 'house', 'property value': 1220000, 'property location': 'Klagenfurt'}]",Moderate,Medium,Expert,Advisory,"['Austria', 'Belgium']",EUR,"{'city': 'Ried im Innkreis', 'street name': 'Blutgasse', 'street number': 78, 'postal code': '7622'}",9484
Schmid Lechner Schmidt,Stockerau,Landstraßer Hauptstraße,38,9682,Austria,1970-07-05,Austrian,PE5855422,2020-04-25,2030-04-24,M,+43 741 796 8331,schmid.schmidt@magenta.at,widowed,"{'name': 'Lycée Français de Vienne', 'graduation_year': 1989}","[{'university': 'FH Joanneum University of Applied Sciences', 'graduation_year': 1993}]","[{'start_year': 1994, 'end_year': 1997, 'company': 'Intercell AG', 'position': 'Research Scientist', 'salary': 33000}, {'start_year': 1997, 'end_year': None, 'company': 'Octapharma AG', 'position': 'Biotech Startup Founder', 'salary': 209000}]","{'savings': 380000, 'inheritance': 5850000, 'real_estate_value': 0}","{'relationship': 'father', 'inheritance year': 2011, 'profession': 'Stock Trader'}",[],Low,Medium,Experienced,Discretionary,['Austria'],EUR,"{'city': 'Stockerau', 'street name': 'Landstraßer Hauptstraße', 'street number': 38, 'postal code': '9682'}",706
