name,first_name,middle_name,last_name,passport_number,currency,address_city,address_street_name,address_street_number,address_postal_code,country_of_domicile,phone_number,email_address,address,client_id
Emanuela Isabella De Luca,Emanuela,Isabella,De Luca,JQ9377588,EUR,Livorno,Via dei Banchi Vecchi,73,67960,Italy,327 9464150,emanuela.deluca@libero.it,"{'city': 'Livorno', 'street name': 'Via dei Banchi Vecchi', 'street number': 73, 'postal code': '67960'}",2401
Hoffmann Schulze,Hoffmann,,Schulze,MO2103650,EUR,Stuttgart,Kudamm-Karree,68,32984,Germany,3741 402625,hoffmann.schulze@arcor.de,"{'city': 'Stuttgart', 'street name': 'Kudamm-Karree', 'street number': 68, 'postal code': '32984'}",7341
Fiona Andrea Krämer,Fiona,Andrea,Krämer,NQ5439625,EUR,Steinbach am Attersee,Währinger Straße,45,6480,Austria,+43 944 426 4835,fiona.kramer@vol.at,"{'city': 'Steinbach am Attersee', 'street name': 'Währinger Straße', 'street number': 45, 'postal code': '6480'}",6293
Léa Élodie Smets,Léa,Élodie,Smets,TJ8261226,EUR,Herstal,Rue des Champs-Élysées,96,9424,Belgium,+32 0457 407 463,lea.smets@skynet.be,"{'city': 'Herstal', 'street name': 'Rue des Champs-Élysées', 'street number': 96, 'postal code': '9424'}",8309
Wagner Hoffmann,Wagner,,Hoffmann,ZZ7211821,EUR,Hanover,Friedrich-Ebert-Anlage,97,74151,Germany,1952 921887,wagner.hoffmann@vodafone.de,"{'city': 'Hanover', 'street name': 'Friedrich-Ebert-Anlage', 'street number': 97, 'postal code': '74151'}",2633
Consuelo Araceli Pérez,Consuelo,Araceli,Pérez,WQ1179808,EUR,Guadalajara,Calle de la Estrella,51,00178,Spain,+34 663 163 788,consuelo.perez@orange.es,"{'city': 'Guadalajara', 'street name': 'Calle de la Estrella', 'street number': 51, 'postal code': '00178'}",5416
Anaís Romero,Anaís,,Romero,OC1386739,EUR,Almería,Plaza de la República Dominicana,1,64556,Spain,+34 672 427 482,anais.romero@vodafone.es,"{'city': 'Almería', 'street name': 'Plaza de la República Dominicana', 'street number': 1, 'postal code': '64556'}",1270
Amélie Romane Roose,Amélie,Romane,Roose,XK3672994,EUR,Wavre,Quai des Péniches,62,9674,"Belgium,France",0475 604 013,amelie.roose@skynet.be,"{'city': 'Wavre', 'street name': 'Quai des Péniches', 'street number': 62, 'postal code': '9674'}",4702
Lotti Santoro Rossi,Lotti,Santoro,Rossi,BR6351499,EUR,Treviso,Via Dante,47,33858,Italy,+3 304 2038205,lotti.rossi@tin.it,"{'city': 'Treviso', 'street name': 'Via Dante', 'street number': 47, 'postal code': '33858'}",7187
Hortense Ophélie Lecomte,Hortense,Ophélie,Lecomte,OJ1813884,EUR,Charleroi,Rue de l'Église,99,7869,Belgium,0426 071 671,hortense.lecomte@edpnet.be,"{'city': 'Charleroi', 'street name': ""Rue de l'Église"", 'street number': 99, 'postal code': '7869'}",6055
Lotti Rossi Silvestri,Lotti,Rossi,Silvestri,HN8889771,EUR,Trieste,Via Dora Riparia,42,85363,Italy,+39 357 0676873,lotti.silvestri@aruba.it,"{'city': 'Trieste', 'street name': 'Via Dora Riparia', 'street number': 42, 'postal code': '85363'}",9821
Hernández Gil Torres,Hernández,Gil,Torres,QC4101088,EUR,Guadalajara,Paseo de Gracia,81,99491,Spain,+34 617 711 920,hernandez.torres@gmail.com,"{'city': 'Guadalajara', 'street name': 'Paseo de Gracia', 'street number': 81, 'postal code': '99491'}",3527
Esposito Rizzo Landi,Esposito,Rizzo,Landi,MU4764409,EUR,Messina,Via Roma,35,44231,Italy,+39 310 5767740,esposito.landi@libero.it,"{'city': 'Messina', 'street name': 'Via Roma', 'street number': 35, 'postal code': '44231'}",991
Juliette Lina Louis,Juliette,Lina,Louis,GD8587500,EUR,Dijon,Boulevard Arago,90,83146,France,+33 05 28 49 28 12,juliette.louis@orange.fr,"{'city': 'Dijon', 'street name': 'Boulevard Arago', 'street number': 90, 'postal code': '83146'}",6869
Katharina Ida Müller,Katharina,Ida,Müller,SZ1908673,EUR,Mödling,Kaiserebersdorf,37,8442,Austria,+43 794 797 6077,katharina.muller@vol.at,"{'city': 'Mödling', 'street name': 'Kaiserebersdorf', 'street number': 37, 'postal code': '8442'}",6267
Emilie Olsen,Emilie,,Olsen,EO6006907,DKK,Holbæk,Gammel Torv,69,8537,Denmark,+45 79 57 60 73,emilie.olsen@siminn.dk,"{'city': 'Holbæk', 'street name': 'Gammel Torv', 'street number': 69, 'postal code': '8537'}",3715
Francesca Alessia Silvestri,Francesca,Alessia,Silvestri,NT1725318,EUR,Vienna,Rotenturmstraße,47,6491,Austria,+43 451 685 9115,francesca.silvestri@chello.at,"{'city': 'Vienna', 'street name': 'Rotenturmstraße', 'street number': 47, 'postal code': '6491'}",1042
Christine Emilie Friis,Christine,Emilie,Friis,ZT3797425,DKK,Odense,H.C. Andersens Boulevard,27,2269,Denmark,+45 99 62 38 98,christine.friis@webspace.dk,"{'city': 'Odense', 'street name': 'H.C. Andersens Boulevard', 'street number': 27, 'postal code': '2269'}",4530
Nielsen Andersen Friis,Nielsen,Andersen,Friis,NB8767492,DKK,Silkeborg,Vandkunsten,55,1637,Denmark,75 12 56 62,nielsen.friis@icloud.com,"{'city': 'Silkeborg', 'street name': 'Vandkunsten', 'street number': 55, 'postal code': '1637'}",6603
Morales García Gil,Morales,García,Gil,VR0872726,EUR,Toledo,Plaza de la Trinidad,46,89288,Spain,+34 655 385 469,morales.gil@hotmail.com,"{'city': 'Toledo', 'street name': 'Plaza de la Trinidad', 'street number': 46, 'postal code': '89288'}",8799
Olivia Lecomte,Olivia,,Lecomte,SW3519918,EUR,Amsterdam,Kerkplein,42,5836 84,Netherlands,06 47876932,olivia.lecomte@upcmail.nl,"{'city': 'Amsterdam', 'street name': 'Kerkplein', 'street number': 42, 'postal code': '5836 84'}",3371
Ida Alina Zimmermann,Ida,Alina,Zimmermann,ZH1982325,EUR,Hanover,Spreeufer,24,22781,Germany,+49 6034 823920,ida.zimmermann@yahoo.com,"{'city': 'Hanover', 'street name': 'Spreeufer', 'street number': 24, 'postal code': '22781'}",4968
Elisabeth Emilia Bauer,Elisabeth,Emilia,Bauer,AJ1875611,EUR,Düsseldorf,Speicherstadt,5,36657,Germany,6507 249420,elisabeth.bauer@1und1.de,"{'city': 'Düsseldorf', 'street name': 'Speicherstadt', 'street number': 5, 'postal code': '36657'}",1426
Wagemakers Janssen Kuipers,Wagemakers,Janssen,Kuipers,PJ3407396,EUR,Enschede,Nieuwegeinseweg,50,2272 22,Netherlands,+31 06 71053885,wagemakers.kuipers@live.nl,"{'city': 'Enschede', 'street name': 'Nieuwegeinseweg', 'street number': 50, 'postal code': '2272 22'}",4154
Lechner Gruber Weber,Lechner,Gruber,Weber,OV8291663,EUR,Rosenheim,Gasometerstraße,57,5071,Austria,+43 488 072 2970,lechner.weber@icloud.com,"{'city': 'Rosenheim', 'street name': 'Gasometerstraße', 'street number': 57, 'postal code': '5071'}",5086
Eevi Järvinen,Eevi,,Järvinen,WF9151595,EUR,Rauma,Korkeavuorenkatu,34,18078,Finland,047 884 23 34,eevi.jarvinen@phoenix.fi,"{'city': 'Rauma', 'street name': 'Korkeavuorenkatu', 'street number': 34, 'postal code': '18078'}",1614
Castro Gil Ramos,Castro,Gil,Ramos,NB2204999,EUR,Córdoba,Plaza de la Independencia,84,13513,Spain,++49 615 921 824,castro.ramos@telefonica.es,"{'city': 'Córdoba', 'street name': 'Plaza de la Independencia', 'street number': 84, 'postal code': '13513'}",4366
Richter Schulz Schäfer,Richter,Schulz,Schäfer,QH7659199,EUR,Bremen,Schönhauser Allee,89,65673,Germany,+49 4225 623061,richter.schafer@o2online.de,"{'city': 'Bremen', 'street name': 'Schönhauser Allee', 'street number': 89, 'postal code': '65673'}",6431
Laetitia Flore Fournier,Laetitia,Flore,Fournier,HT1908759,EUR,Marseille,Rue Oberkampf,47,64267,France,+33 08 78 27 42 13,laetitia.fournier@bbox.fr,"{'city': 'Marseille', 'street name': 'Rue Oberkampf', 'street number': 47, 'postal code': '64267'}",9479
Benedetta Carlotta Conti,Benedetta,Carlotta,Conti,UB0302858,EUR,Pisa,Via IV Novembre,86,07678,Italy,397 8762782,benedetta.conti@aruba.it,"{'city': 'Pisa', 'street name': 'Via IV Novembre', 'street number': 86, 'postal code': '07678'}",2091
Martín Rodríguez Vázquez,Martín,Rodríguez,Vázquez,XB1043096,EUR,Murcia,Calle de la Victoria,59,04145,Spain,+34 654 926 721,martin.vazquez@telefonica.es,"{'city': 'Murcia', 'street name': 'Calle de la Victoria', 'street number': 59, 'postal code': '04145'}",3143
Almudena María Muñoz,Almudena,María,Muñoz,OC6059079,EUR,Caen,Avenue George V,80,54814,France,+33 01 98 07 43 42,almudena.munoz@live.fr,"{'city': 'Caen', 'street name': 'Avenue George V', 'street number': 80, 'postal code': '54814'}",195
Gwendolyn Kristin Weber,Gwendolyn,Kristin,Weber,DN4633210,EUR,Karlsruhe,Altonaer Straße,95,67380,Germany,+49 3022 220273,gwendolyn.weber@t-online.de,"{'city': 'Karlsruhe', 'street name': 'Altonaer Straße', 'street number': 95, 'postal code': '67380'}",9819
Estefanía Consuelo García,Estefanía,Consuelo,García,UK9831694,EUR,Santa Cruz de Tenerife,Calle de la Reina Cristina,91,18683,Spain,667 516 497,estefania.garcia@outlook.com,"{'city': 'Santa Cruz de Tenerife', 'street name': 'Calle de la Reina Cristina', 'street number': 91, 'postal code': '18683'}",7983
Frieda Charlotte Schulz,Frieda,Charlotte,Schulz,KQ3274507,EUR,Stuttgart,Weinstrasse,33,98520,Germany,+49 9508 443022,frieda.schulz@unitybox.de,"{'city': 'Stuttgart', 'street name': 'Weinstrasse', 'street number': 33, 'postal code': '98520'}",9025
Binder Schmid Wagner,Binder,Schmid,Wagner,OM8963102,EUR,Stockerau,Blutgasse,40,8060,Austria,458 907 1220,binder.wagner@vol.at,"{'city': 'Stockerau', 'street name': 'Blutgasse', 'street number': 40, 'postal code': '8060'}",6851
Herrera Díaz García,Herrera,Díaz,García,,EUR,Jerez de la Frontera,,83,81958,Spain,679 328 990,herrera.garcia@yahoo.com,"{'city': 'Jerez de la Frontera', 'street name': '', 'street number': 83, 'postal code': '81958'}",1248
Marini Marino Fabbri,Marini, Marino,Fabbri,HF2624249,EUR,Taranto,Via Po,8,92860,Italy,+39 314 8524687,marini.fabbri@outlook.com,"{'city': 'Taranto', 'street name': 'Via Po', 'street number': 8, 'postal code': '92860'}",1846
Schulze Mayer Maier,Schulze,Mayer,Maier,OK2490891,EUR,Trieste,Piazza Maggiore,58,46270,Italy,394 4390380,schulze.maier@unidata.it,"{'city': 'Trieste', 'street name': 'Piazza Maggiore', 'street number': 58, 'postal code': '46270'}",4508
Schmitt Schäfer Uhlig,Schmitt,Schäfer,Uhlig,LO8671722,EUR,Munich,,57,05389,Germany,8026 886707,schmitt.uhlig@icloud.com,"{'city': 'Munich', 'street name': '', 'street number': 57, 'postal code': '05389'}",9217
Florence Romane Simons,Florence,Romane,Simons,RF3053562,EUR,Tournai,Rue de l'Hôtel des Monnaies,18,3344,Belgium,0430 505 994,florence.simons@scarlet.be,"{'city': 'Tournai', 'street name': ""Rue de l'Hôtel des Monnaies"", 'street number': 18, 'postal code': '3344'}",4950
Anaïs Jade Richard,Anaïs,Jade,Richard,"['SH15268694', 'add']",EUR,Dijon,Rue de la Convention,22,45979,France,+33 03 63 30 05 40,anais.richard@aliceadsl.fr,"{'city': 'Dijon', 'street name': 'Rue de la Convention', 'street number': 22, 'postal code': '45979'}",5882
Andrea Dácil Vázquez,Andrea,Dácil,Vázquez,EO2495272,EUR,Leiden,Goudsesingel,74,4454 63,Netherlands,06 75728459,andrea.vazquez@hotmail.com,"{'city': 'Leiden', 'street name': 'Goudsesingel', 'street number': 74, 'postal code': '4454 63'}",9673
Françoise Florine Bühler,Françoise,Florine,Bühler,YN1127625,CHF,Frauenfeld,Mühlegasse,86,6070,Switzerland,+41 042 580 46 18,francoise.buhler@yahoo.com,"{'city': 'Frauenfeld', 'street name': 'Mühlegasse', 'street number': 86, 'postal code': '6070'}",3349
Voorn Bakker Mulders,Voorn,Bakker,Mulders,HU2060912,EUR,Doetinchem,Blijde-In,1,6296 50,Netherlands,+31 06 53549597,voorn.mulders@hetnet.nl,"{'city': 'Doetinchem', 'street name': 'Blijde-In', 'street number': 1, 'postal code': '6296 50'}",2895
Cayetana Angela Morales,Cayetana,Angela,Morales,TC0278767,EUR,Cartagena,Calle de la Universidad,96,36729,Spain,662 329 565,cayetana.morales@ono.es,"{'city': 'Cartagena', 'street name': 'Calle de la Universidad', 'street number': 96, 'postal code': '36729'}",6409
Becker Scholz Schäfer,Becker,Scholz,Schäfer,BB7484336,EUR,Essen,Sendlinger-Tor-Platz,24,59142,Germany,+49 8250 869962,becker.schafer@gmx.de,"{'city': 'Essen', 'street name': 'Sendlinger-Tor-Platz', 'street number': 24, 'postal code': '59142'}",3947
Lynn Elisabeth Roth,Lynn,Elisabeth,Roth,CZ2991722,CHF,Lucerne,Rathausgasse,61,6905,Switzerland,+41 084 135 85 25,lynn.roth@upc.ch,"{'city': 'Lucerne', 'street name': 'Rathausgasse', 'street number': 61, 'postal code': '6905'}",9441
Karen Anna Larsen,Karen,Anna,Larsen,PF4046410,CHF,Appenzell,Grand-Rue,90,5239,Switzerland,++49 015 700 27 48,karen.larsen@gmx.ch,"{'city': 'Appenzell', 'street name': 'Grand-Rue', 'street number': 90, 'postal code': '5239'}",8593
Brunner Schmid Wyss,Brunner,Schmid,Wyss,IY7579407,CHF,Kreuzlingen,Place des Halles,70,5907,Switzerland,+41 062 434 83 61,brunner.wyss@teli.ch,"{'city': 'Kreuzlingen', 'street name': 'Place des Halles', 'street number': 70, 'postal code': '5907'}",5876
Ruiz Álvarez Ortega,Ruiz,Álvarez,Ortega,SY9491159,EUR,Salamanca,Calle de Alcalá,9,78792,Spain,+34 604 530 638,ruiz.ortega@vodafone.es,"{'city': 'Salamanca', 'street name': 'Calle de Alcalá', 'street number': 9, 'postal code': '78792'}",4198
Muñoz Gil Pérez,Muñoz,Gil,Pérez,DM2681230,EUR,Murcia,Calle de la Victoria,83,24209,Spain,626 201 939,munoz.perez@yahoo.es,"{'city': 'Murcia', 'street name': 'Calle de la Victoria', 'street number': 83, 'postal code': '24209'}",737
Pérez Soto Hernández,Pérez,Soto,Hernández,PG3010395,EUR,Madrid,Calle de las Huertas,2,36959,Spain,+34 626 707 259,perez.hernandez@gmail.es,"{'city': 'Madrid', 'street name': 'Calle de las Huertas', 'street number': 2, 'postal code': '36959'}",9687
Anniina Mari Laine,Anniina,Mari,Laine,KU2930575,EUR,Kajaani,Mannerheimintie,45,64207,Finland,046 682 36 04,anniina.laine@saunalahti.fi,"{'city': 'Kajaani', 'street name': 'Mannerheimintie', 'street number': 45, 'postal code': '64207'}",8755
Pierre Moreau Richard,Pierre,Moreau,Richard,QK8856535,EUR,Metz,Rue de la Santé,2,61045,France,+33 06 64 61 55 03,pierre.richard@live.fr,"{'city': 'Metz', 'street name': 'Rue de la Santé', 'street number': 2, 'postal code': '61045'}",2861
Ginevra Elisabetta Leonardi,Ginevra,Elisabetta, Leonardi,BN6301849,EUR,Treviso,Via dei Banchi Vecchi,50,59601,Italy,+39 368 1480458,ginevra.leonardi@unidata.it,"{'city': 'Treviso', 'street name': 'Via dei Banchi Vecchi', 'street number': 50, 'postal code': '59601'}",505
Jessica Katharina Krüger,Krüger,Katharina,Jessica,CR0814781,EUR,Berlin,Altonaer Straße,89,68227,Germany,+49 3372 376227,jessica.kruger@t-online.de,"{'city': 'Berlin', 'street name': 'Altonaer Straße', 'street number': 89, 'postal code': '68227'}",8567
Fernández Martínez Castro,Fernández,Martínez,Castro,NW4192020,EUR,Valencia,Calle de San Andrés,24,44496,Spain,688 487 490,fernandez.castro@terra.es,"{'city': 'Valencia', 'street name': 'Calle de San Andrés', 'street number': 24, 'postal code': '44496'}",5278
Huber Roth Baumgartner,Huber,Roth,Baumgartner,OB6568741,CHF,Lugano,Grand-Rue,45,1433,Switzerland,+41 071 011 65 68,huber.baumgartner@swisscom.ch,"{'city': 'Lugano', 'street name': 'Grand-Rue', 'street number': 45, 'postal code': '1433'}",161
Heidi Lisa Schmid,Heidi,Lisa,Schmid,CW8837012,EUR,Saalfelden,Währinger Straße,68,7149,Austria,+43 935 694 1803,heidi.schmid@outlook.com,"{'city': 'Saalfelden', 'street name': 'Währinger Straße', 'street number': 68, 'postal code': '7149'}",6099
Charlotte Klein,Charlotte,,Klein,EA5525368,EUR,Berlin,Schönhauser Allee,80,13802,Germany,+49 2074 387923,charlotte.klein@outlook.com,"{'city': 'Berlin', 'street name': 'Schönhauser Allee', 'street number': 80, 'postal code': '13802'}",7977
Schmidt Gruber Schmid,Schmidt,Gruber,Schmid,HK7664992,EUR,Sipoo,Kulosaarentie,67,73796,Finland,043 295 94 57,schmidt.schmid@luukku.com,"{'city': 'Sipoo', 'street name': 'Kulosaarentie', 'street number': 67, 'postal code': '73796'}",8103
Niemi Tiainen Mattila,Niemi,Tiainen,Mattila,QX3572264,EUR,Salon,Reijolankuja,51,36610,Finland,041 237 21 13,niemi.mattila@hotmail.com,"{'city': 'Salon', 'street name': 'Reijolankuja', 'street number': 51, 'postal code': '36610'}",2439
Järvinen Mäkinen Mustonen,Järvinen,Mäkinen,Mustonen,KY6010073,EUR,Lahti,Lönnrotinkatu,92,38445,Finland,+358 041 056 98 94,jarvinen.mustonen@luukku.com,"{'city': 'Lahti', 'street name': 'Lönnrotinkatu', 'street number': 92, 'postal code': '38445'}",353
Gundersen Jørgensen Lykke,Gundersen,Jørgensen,Lykke,FT8890474,DKK,Gladsaxe,Gyldenløvesgade,17,1929,Denmark,33 87 39 79,gundersen.lykke@icloud.com,"{'city': 'Gladsaxe', 'street name': 'Gyldenløvesgade', 'street number': 17, 'postal code': '1929'}",7379
Garcia Bernard Dubois,Garcia,Bernard,Dubois,YX9301237,EUR,Paris,,35,87885,France,+33 06 31 72 81 76,garcia.dubois@sfr.fr,"{'city': 'Paris', 'street name': '', 'street number': 35, 'postal code': '87885'}",8331
Christensen Andersen Larsen,Christensen,Andersen,Larsen,OZ8039481,DKK,Århus N,Strøget,35,0503,Denmark,+45 11 95 20 56,christensen.larsen@tiscali.dk,"{'city': 'Århus N', 'street name': 'Strøget', 'street number': 35, 'postal code': '0503'}",1613
Torres Castro Suárez,Torres,Castro,Suárez,ZY9868675,EUR,Seville,Plaza de la Merced,73,49808,Spain,696 846 204,torres suarez@telefonica es,"{'city': 'Seville', 'street name': 'Plaza de la Merced', 'street number': 73, 'postal code': '49808'}",4361
Laura Liisa Niskanen,Laura,Liisa,giskanen,PX6278384,EUR,Kauniainen,Kristinegatan,40,26492,Finland,+358 046 312 89 02,laura.niskanen@hotmail.com,"{'city': 'Kauniainen', 'street name': 'Kristinegatan', 'street number': 40, 'postal code': '26492'}",6436
Lucía Clara Vázquez,Lucía,Clara,Vázquez,JB7466347,EUR,Córdoba,Calle de San Bernardo,52,37963,Spain,+34 691 021 620,lucia.vazquez@yahoo.com,"{'city': 'Córdoba', 'street name': 'Calle de San Bernardo', 'street number': 52, 'postal code': '37963'}",3978
Jørgensen Christensen Oddershede,Jørgensen,Christensen,Oddershede,MW4530763,EUR,Wiesbaden,Kantstraße,23,59824,Germany,+49 8780 243128,jrgensen.oddershede@gmx.de,"{'city': 'Wiesbaden', 'street name': 'Kantstraße', 'street number': 23, 'postal code': '59824'}",2096
Maja Lea Kaiser,Maja,Lea,Kaiser,NG4565942,EUR,Haarlem,Korte Voorhout,12,6322 99,Netherlands,+31 06 51123956,maja.kaiser@live.nl,"{'city': 'Haarlem', 'street name': 'Korte Voorhout', 'street number': 12, 'postal code': '6322 99'}",3144
Visser Veenhoven Meijer,Visser,Veenhoven,Meijer,LJ4407496,EUR,Helmond,Zuidas,84,6769 97,Netherlands,06 13487530,visser.meijer@outlook.com,"{'city': 'Helmond', 'street name': 'Zuidas', 'street number': 84, 'postal code': '6769 97'}",6604
Sarah Weber,Saarh,,Weber,TU5403472,EUR,Linz,Erzherzog-Johann-Allee,73,3501,Austria,+43 631 454 6975,sarah.weber@yahoo.com,"{'city': 'Linz', 'street name': 'Erzherzog-Johann-Allee', 'street number': 73, 'postal code': '3501'}",3376
Fantini  Leonardi,Fantini,, Leonardi,FK4497416,EUR,Treviso,Via XX Settembre,13,70652,Italy,+39 365 5145547,fantini.leonardi@virgilio.it,"{'city': 'Treviso', 'street name': 'Via XX Settembre', 'street number': 13, 'postal code': '70652'}",1421
Maassen Smeets Spaans,Maassen,Smeets,Spaans,WG4072722,EUR,Doetinchem,Meent,98,2634 22,Netherlands,+31 06 72309872,maassen.spaans@hetnet.nl,"{'city': 'Doetinchem', 'street name': 'Meent', 'street number': 98, 'postal code': '2634 22'}",4153
Zimmermann Hoffmann Schäfer,Zimmermann,Hoffmann,Schäfer,FH6818996,EUR,Chemnitz,Friedrichstraße,64,08254,Germany,+49 6578 602317,zimmermann.schafer@outlook.com,"{'city': 'Chemnitz', 'street name': 'Friedrichstraße', 'street number': 64, 'postal code': '08254'}",5081
Lambrechts Dumont Hermans,Lambrechts,Dumont,Hermans,QF2446045,EUR,Liège,Rue des Sœurs Noires,38,1321,Belgium,+32 0474 568 995,lambrechts.hermans@telenet.be,"{'city': 'Liège', 'street name': 'Rue des Sœurs Noires', 'street number': 38, 'postal code': '1321'}",398
Sørensen Rasmussen Haugaard,Sørensen,Rasmussen,Haugaard,YA8721193,DKK,Esbjerg Ø,Østerbrogade,92,7104,Denmark,01 50 73 24,srensen.haugaard@telia.dk,"{'city': 'Esbjerg Ø', 'street name': 'Østerbrogade', 'street number': 92, 'postal code': '7104'}",6260
Friso Isabelle Maassen,Friso,Isabelle,Maassen,MA9438426,EUR,Maastricht,Mauritskade,70,9619 26,Netherlands,+31 06 08906589,friso.maassen@yahoo.com,"{'city': 'Maastricht', 'street name': 'Mauritskade', 'street number': 70, 'postal code': '9619 26'}",3712
Josefiina Vilma Mustonen,Josefiina,Vilma,Mustonen,ZE6449504,EUR,Kokkola,Neljäs linja,83,33728,Finland,+358 046 847 25 72,josefiina.mustonen@pp.inet.fi,"{'city': 'Kokkola', 'street name': 'Neljäs linja', 'street number': 83, 'postal code': '33728'}",9228
Joke Ilona Teunissen,Joke,Ilona,Teunissen,CO3991427,EUR,Amsterdam,Langegracht,95,1988 39,Netherlands,+31 06 42914219,joke.teunissen@icloud.com,"{'city': 'Amsterdam', 'street name': 'Langegracht', 'street number': 95, 'postal code': '1988 39'}",1045
