currency,address_city,country_of_domicile,birth_date,nationality,gender,marital_status,higher_education,investment_risk_profile,investment_horizon,investment_experience,type_of_mandate,preferred_markets,aum_savings,aum_inheritance,aum_real_estate_value,inheritance_details_relationship,inheritance_details_profession,inheritance_details_inheritance year,Family Background,Education Background,Wealth Summary,Client Summary,country,label
EUR,Trieste,Italy,8/30/93,Italian,F,married,1,High,Long-Term,Inexperienced,Discretionary,['Italy'],30000,1150000,1060000,grandfather,Neurosurgeon,2019,Erika Elisabetta Santoro and Bianchi tied the knot in 2018. Their children are named Alessia and Emma.,"Erika finished secondary school at Scuola Media Statale Antonio Meucci Firenze in 2013.
Erika pursued higher education at Italian Institute of Industrial Automation (IAS), graduating in 2016.
","Throughout her career, she saved 30000 EUR, investing in various assets to grow her wealth.
She has house located in Trieste, worth 1060000 EUR.

She inherited a significant sum of 1150000 EUR from her grandfather, a respected Neurosurgeon, in 2019, which she has wisely invested.
","The RM knows the client very well and is a good friend of the entire family.
",Italy,1
EUR,Vienna,Austria,11/19/87,Austrian,F,married,1,Low,Long-Term,Inexperienced,Advisory,"['Austria', 'Belgium']",280000,8120000,810000,grandmother,Venture Capitalist,2016,"Gertrud Fiona Binder has been happily married to Mayr since 2022. Gertrud and Mayr have 2 children, named Gertrud and Schwarz.","In 2007, Gertrud finished her secondary school education at Theresianum.
In 2010, Gertrud graduated from University of Salzburg with a degree.
","While working, she saved 280000 EUR, which she used to build a diversified investment portfolio.
She has condo located in Vienna, worth 810000 EUR.

In 2016, she received an inheritance of 8120000 EUR from her late grandmother, who was a prominent Venture Capitalist, and has since invested it in various assets.
","Based on the information provided, we are excited about the client's financial journey and look forward to supporting her in achieving her financial goals.
",Austria,0
EUR,Apeldoorn,Netherlands,6/4/79,Dutch,F,married,1,Low,Short,Experienced,Advisory,['Netherlands'],290000,6030000,3580000,grandmother,Venture Capitalist,2006,"Britt Charlotte Bakker is married to Meijer. Together they have 3 kids called De Jong, Krol and Meijer.","Britt completed her secondary education at Westfriesgymnasium Hoorn in 1997.
Britt graduated from Tilburg School of Economics and Management in 2002, completing her higher education.
","She managed to save approximately 290000 EUR from her earnings at all companies.
Her remarkable portfolio comprises 2 stunning properties. Situated in prime locations across Delft and Apeldoorn, these assets demonstrate their sophisticated understanding of real estate investments and high-end lifestyle preferences.
In 2006, she received an inheritance of 6030000 EUR from her late grandmother, who was a prominent Venture Capitalist, and has since invested it in various assets.
","In summary, Britt has demonstrated a strong work ethic and financial acumen, positioning them well for the future.
",Netherlands,1
EUR,Gmunden,Austria,3/3/89,Austrian,F,married,1,Considerable,Long-Term,Experienced,Discretionary,"['Austria', 'Netherlands']",140000,1740000,920000,grandfather,Neurosurgeon,2017,Sophia Petra Hofer has been happily married to Maier since 2016. They are proud parents of 2 children: Emma and Lena.,"In 2008, Sophia finished her secondary school education at Gymnasium St. Gilgen.
Sophia graduated from WU Executive Academy Vienna in 2011, completing her higher education.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 140000 EUR.
She has flat located in Gmunden, worth 920000 EUR.


Following the passing of her grandfather, a successful Neurosurgeon, she received an inheritance of 1740000 EUR in 2017, which she has used to secure her financial future.

","In summary, Sophia has demonstrated a strong work ethic and financial acumen, positioning them well for the future.
",Austria,1
EUR,Namur,Belgium,5/26/00,Belgian,F,single,1,High,Medium,Inexperienced,Discretionary,"['Belgium', 'Netherlands']",0,1580000,0,grandfather,Private Equity Manager,2019,Alice Clémence Sanders is currently single. She does not have any children.,"Alice earned her secondary school diploma from Institut Saint-Stanislas in 2018.
Alice attended University of Antwerp and graduated in 2024.
","She did not have any savings to invest in financial markets.
Client does not have any properties.She inherited a significant sum of 1580000 EUR from her grandfather, a respected Private Equity Manager, in 2019, which she has wisely invested.
","The RM is looking forward to supporting the client in building a successful career and achieving financial stability.
",Belgium,1
EUR,Le Mans,France,6/28/82,French,M,divorced,1,Moderate,Medium,Experienced,Discretionary,"['France', 'Finland']",150000,870000,3420000,mother,Investment Banker,2008,"Fournier Dupont Renault is currently divorced. His children are named Camille, Delphine and Lambert.","Fournier graduated from Lycée Buffon in 2000.
In 2007, Fournier graduated from IUT de Strasbourg with a degree.
","Throughout his career, he saved 150000 EUR, investing in various assets to grow his wealth.
He owns villa in Le Mans, where he resides. It is worth 3420000 EUR.

He inherited 870000 EUR from his mother, a well-known Investment Banker, in 2008, allowing him to expand his investment portfolio.
","In light of the above, we are optimistic about the client's financial future and career progression and are eager to welcome him as a new client.
",France,0
EUR,Helsinki,Finland,3/28/61,Finnish,M,married,1,Low,Medium,Experienced,Advisory,"['Austria', 'Finland']",1760000,0,3630000,,,,Savolainen Ruotsalainen Turunen has been happily married to Aino since 1985. They do not have any children.,"Savolainen finished secondary school at Siuntion lukio in 1980.
He then attended University of Jyväskylä, which he graduated in 1984.
","During his work, he focused on financial growth, making diverse investments and ultimately saving 1760000 EUR.
He has villa located in Helsinki, worth 1900000 EUR.

In addition to his primary residence, he owns flat in Sipoo worth 600000 EUR.

Moreover, he has invested in additional property in Porvoo, giving possiblity for generating additional income. The house is valued at 1130000 EUR.

He does not have any inheritances.","The RM knows the client very well and is a good friend of the entire family.
",Finland,0
EUR,Udine,Italy,3/13/90,Finnish,F,married,1,Moderate,Medium,Inexperienced,Advisory,"['Finland', 'Italy']",80000,690000,3639000,grandmother,Tech Entrepreneur,2016,Emilia Venla Laaksonen and Heikkinen tied the knot in 2023. They do not have any children.,"Emilia earned her secondary school diploma from Lappeenranta Lyceum in 2009.
Emilia attended University of Helsinki and graduated in 2014.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 80000 EUR.
She has villa located in Udine, worth 1860000 EUR.

She purchased condo in Helsinki, where she spends her holidays. It is valued at 1009000 EUR.
On top of that she inherited a beautiful flat in Espoo, which could be used as a weekend getaway. It is valued at 770000 EUR.

In addition to her career success, she also received an inheritance of 690000 EUR from her late grandmother, a renowned Tech Entrepreneur, in 2016.
","The RM knows the client very well and is a good friend of the entire family.
",Finland,1
EUR,Nijmegen,Netherlands,5/6/94,Dutch,F,married,1,High,Short,Expert,Advisory,"['Denmark', 'Netherlands']",30000,4360000,1310000,grandmother,Tech Entrepreneur,2018,Hannelore Saar Maassen has been happily married to Spaans since 2022. They are proud parents of 1 child: Joyce.,"Hannelore graduated from Bonaventura College Leiden in 2013.
Hannelore received her degree from Leiden University in 2018.
","She managed to save approximately 30000 EUR from her earnings at all companies.
She owns townhouse in Nijmegen, where she resides. It is worth 1310000 EUR.


Following the passing of her grandmother, a successful Tech Entrepreneur, she received an inheritance of 4360000 EUR in 2018, which she has used to secure her financial future.

","The RM knows the client very well and is a good friend of the entire family.
",Netherlands,1
EUR,Jarvenpää,Finland,10/24/86,Finnish,F,married,1,Moderate,Medium,Expert,Advisory,['Finland'],90000,580000,680000,grandmother,Corporate Lawyer,2020,"Liisa Emilia Rissanen and Hiltunen tied the knot in 2014. Liisa and Hiltunen have 2 children, named Iida and Koskinen.","Liisa finished secondary school at Sysmän lukio in 2004.
After that, she went on to study at Kajaani University of Applied Sciences until 2009.
","Throughout her career, she saved 90000 EUR, investing in various assets to grow her wealth.
She owns flat in Jarvenpää, where she resides. It is worth 680000 EUR.


In addition to her career success, she also received an inheritance of 580000 EUR from her late grandmother, a renowned Corporate Lawyer, in 2020.
","Given the client's impressive career history and financial discipline, we are confident in her ability to achieve financial success and security.
",Finland,1
EUR,Hämeenlinna,Finland,9/13/73,Finnish,M,widowed,1,Moderate,Short,Expert,Advisory,['Finland'],830000,0,770000,,,,Viitanen Mäkinen Koskinen is currently widowed. He does not have any children.,"Viitanen earned his secondary school diploma from Kiteen lukio in 1993.
Viitanen pursued higher education at Aalto University School of Arts, Design and Architecture, graduating in 1998.
","During his work, he focused on financial growth, making diverse investments and ultimately saving 830000 EUR.
He owns condo in Hämeenlinna, where he resides. It is worth 770000 EUR.

He does not have any inheritances.","The RM is very happy to have Viitanen as a customer and is looking forward to a long and successful cooperation.
",Finland,1
